Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Zeitung;Der Spiegel, 04.07.1988;Fünfmal noch kommt der Weihnachtsmann, dann, in der Silvester-Nacht 1992, soll es soweit sein:;Europa wird wieder wer.;Vorbei ist 's mit dem ganzen Gerede von den Grenzen des Wachstums, der Euro-Sklerose, der strukturellen Massenarbeitslosigkeit, der Zwei-Drittel-Gesellschaft.;wer;n;indefinite pronoun;;;;n;4;[['Europa', 'NE', 'Europa'], ['wird', 'VAFIN', 'werden'], ['wieder', 'ADV', 'wieder'], ['wer', 'PWS', 'wer'], ['.', '$.', '.']];[['Fünfmal', 'ADV', 'fünfmal'], ['noch', 'ADV', 'noch'], ['kommt', 'VVFIN', 'kommen'], ['der', 'ART', 'die'], ['Weihnachtsmann', 'NN', 'Weihnachtsmann'], [',', '$,', ','], ['dann', 'ADV', 'dann'], [',', '$,', ','], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['Silvester-Nacht', 'NN', 'Silvester-Nacht'], ['1992', 'CARD', '1992'], [',', '$,', ','], ['soll', 'VMFIN', 'sollen'], ['es', 'PPER', 'es'], ['soweit', 'ADV', 'soweit'], ['sein', 'VAINF', 'sein'], [':', '$.', ':']];PWS;werden;NA;
Zeitung;Die Zeit, 17.06.1999, Nr. 25;Man war international wieder dabei.;Vogts: Man war wieder wer.;Kohl: Bei Konrad Adenauer musste man den Menschen nicht erläutern, was Autorität ist.;wer;n;indefinite pronoun;;;;n;5;[['Vogts', 'NE', 'Vogts'], [':', '$.', ':'], ['Man', 'PIS', 'man'], ['war', 'VAFIN', 'sein'], ['wieder', 'ADV', 'wieder'], ['wer', 'PWS', 'wer'], ['.', '$.', '.']];[['Man', 'PIS', 'man'], ['war', 'VAFIN', 'sein'], ['international', 'ADJD', 'international'], ['wieder', 'ADV', 'wieder'], ['dabei', 'PAV', 'dabei'], ['.', '$.', '.']];PWS;sein;NA;
Zeitung;Die Zeit, 20.01.2000, Nr. 4;Cottbus gegen Offenbach 5:0. Ost gegen West zieht noch immer, die allgemeine Genugtuung ist mit Händen zu greifen.;Wir sind wieder wer.;"Für die vereinigte ""Ost-Front"" des Theaters mit den Kickern aus dem Stadion der Freundschaft hat das Orchester die Energie-Hymne in Klassisch auf CD eingespielt.";wer;n;indefinite pronoun;;;;n;4;[['Wir', 'PPER', 'wir'], ['sind', 'VAFIN', 'sein'], ['wieder', 'ADV', 'wieder'], ['wer', 'PWS', 'wer'], ['.', '$.', '.']];[['Cottbus', 'NE', 'Cottbus'], ['gegen', 'APPR', 'gegen'], ['Offenbach', 'NE', 'Offenbach'], ['5:0', 'CARD', '@card@'], ['.', '$.', '.'], ['Ost', 'NN', 'Ost'], ['gegen', 'APPR', 'gegen'], ['West', 'NN', 'West'], ['zieht', 'VVFIN', 'zeihen|ziehen'], ['noch', 'ADV', 'noch'], ['immer', 'ADV', 'immer'], [',', '$,', ','], ['die', 'ART', 'die'], ['allgemeine', 'ADJA', 'allgemein'], ['Genugtuung', 'NN', 'Genugtuung'], ['ist', 'VAFIN', 'sein'], ['mit', 'APPR', 'mit'], ['Händen', 'NN', 'Hand'], ['zu', 'PTKZU', 'zu'], ['greifen', 'VVINF', 'greifen'], ['.', '$.', '.']];PWS;sein;NA;
Zeitung;Die Zeit, 16.03.2000, Nr. 12;Bis zum letzten Jahr hatten 70 Prozent aller chinesischen Investoren an der Börse mehr Geld verloren als gewonnen.;Doch davor fürchtet sich heute kaum noch wer.;Pünktlich zu Beginn des Drachenjahres am 5. Februar stürmten Abertausende von Anlegern die Wertpapierhäuser, und schon am 15. Februar wurde landesweit die Rekordzahl von 95 Milliarden Aktien an einem Tag verkauft.;wer;n;indefinite pronoun;;;;n;8;[['Doch', 'KON', 'doch'], ['davor', 'PAV', 'davor'], ['fürchtet', 'VVFIN', 'fürchten'], ['sich', 'PRF', 'sich'], ['heute', 'ADV', 'heute'], ['kaum', 'ADV', 'kaum'], ['noch', 'KON', 'noch'], ['wer', 'PWS', 'wer'], ['.', '$.', '.']];[['Bis', 'KON', 'bis'], ['zum', 'APPRART', 'zu'], ['letzten', 'ADJA', 'letzt'], ['Jahr', 'NN', 'Jahr'], ['hatten', 'VAFIN', 'haben'], ['70', 'CARD', '70'], ['Prozent', 'NN', 'Prozent'], ['aller', 'PIAT', 'alle'], ['chinesischen', 'ADJA', 'chinesisch'], ['Investoren', 'NN', 'Investor'], ['an', 'APPR', 'an'], ['der', 'ART', 'die'], ['Börse', 'NN', 'Börse'], ['mehr', 'PIAT', 'mehr'], ['Geld', 'NN', 'Geld'], ['verloren', 'VVPP', 'verlieren'], ['als', 'KOKOM', 'als'], ['gewonnen', 'VVPP', 'gewinnen'], ['.', '$.', '.']];PWS;fürchten;NA;
Belletristik;Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 194;Daß ich die ganze Zeit über wußte, daß einer ermordet im Gästebett liegt.;Und daß ich auch wußte, wer.;Ich setze mich an die Stirnseite des Frühstückstisches, zwischen Doktor Heinrichs und Peter Junglinster, Wölfi thront am entgegengesetzten Ende der Tafel.;wer;y;;wissen;-1;m, bef;n;6;[['Und', 'KON', 'und'], ['daß', 'KOUS', 'dass'], ['ich', 'PPER', 'ich'], ['auch', 'ADV', 'auch'], ['wußte', 'VVFIN', 'wissen'], [',', '$,', ','], ['wer', 'PWS', 'wer'], ['.', '$.', '.']];[['Daß', 'KOUS', 'dass'], ['ich', 'PPER', 'ich'], ['die', 'ART', 'die'], ['ganze', 'ADJA', 'ganz'], ['Zeit', 'NN', 'Zeit'], ['über', 'PTKVZ', 'über'], ['wußte', 'VVFIN', 'wissen'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['einer', 'PIS', 'eine'], ['ermordet', 'VVFIN', 'ermorden'], ['im', 'APPRART', 'in'], ['Gästebett', 'NN', 'Gästebett'], ['liegt', 'VVFIN', 'liegen'], ['.', '$.', '.']];PWS;wissen;y;
Belletristik;Beyer, Marcel: Spione, Köln: DuMont 2000, S. 13;Er sieht die Offiziere im Foyer durch eine Nebentür verschwinden.;Er hätte sie ansprechen sollen, aber wie.;Ein unsicherer Zivilist will nach der Vorstellung einer gefeierten Sopranistin seine Aufwartung machen.;wie;y;;<unembedded>;;s;n;7;[['Er', 'PPER', 'er'], ['hätte', 'VAFIN', 'haben'], ['sie', 'PPER', 'sie'], ['ansprechen', 'VVINF', 'ansprechen'], ['sollen', 'VMINF', 'sollen'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['sieht', 'VVFIN', 'sehen'], ['die', 'ART', 'die'], ['Offiziere', 'NN', 'Offizier'], ['im', 'APPRART', 'in'], ['Foyer', 'NN', 'Foyer'], ['durch', 'APPR', 'durch'], ['eine', 'ART', 'eine'], ['Nebentür', 'NN', 'Nebentür'], ['verschwinden', 'VVINF', 'verschwinden'], ['.', '$.', '.']];KOUS;sollen;n;
Zeitung;Die Zeit, 20.01.2000, Nr. 4;Kreischa/Sachsen Es war einmal eine hübsche Pastorentochter, die erwuchs im hässlichen Osten des geteilten Vaterlands.;Als nun die Zeit kam, da das Vaterland sich einte, durfte der Osten schön wie der Westen werden, und siehe, er wusste nicht wie.;Da berief der Westen etliche Ostler zu Wendemissionaren, unter ihnen die hübsche Pastorentochter.;wie;y;;wissen;-1;s;y, nicht;24;[['Als', 'KOKOM', 'als'], ['nun', 'ADV', 'nun'], ['die', 'ART', 'die'], ['Zeit', 'NN', 'Zeit'], ['kam', 'VVFIN', 'kommen'], [',', '$,', ','], ['da', 'KOUS', 'da'], ['das', 'ART', 'die'], ['Vaterland', 'NN', 'Vaterland'], ['sich', 'PRF', 'sich'], ['einte', 'VVFIN', 'einen'], [',', '$,', ','], ['durfte', 'VMFIN', 'dürfen'], ['der', 'ART', 'die'], ['Osten', 'NN', 'Osten'], ['schön', 'ADJD', 'schön'], ['wie', 'KOKOM', 'wie'], ['der', 'ART', 'die'], ['Westen', 'NN', 'Weste|Westen'], ['werden', 'VAINF', 'werden'], [',', '$,', ','], ['und', 'KON', 'und'], ['siehe', 'ADV', 'siehe'], [',', '$,', ','], ['er', 'PPER', 'er'], ['wusste', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['wie', 'KOKOM', 'wie'], ['.', '$.', '.']];[['Kreischa/Sachsen', 'VVIMP', '<unknown>'], ['Es', 'PPER', 'es'], ['war', 'VAFIN', 'sein'], ['einmal', 'ADV', 'einmal'], ['eine', 'ART', 'eine'], ['hübsche', 'ADJA', 'hübsch'], ['Pastorentochter', 'NN', 'Pastorentochter'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['erwuchs', 'VVFIN', 'erwachsen'], ['im', 'APPRART', 'in'], ['hässlichen', 'ADJA', 'hässlich'], ['Osten', 'NN', 'Osten'], ['des', 'ART', 'die'], ['geteilten', 'ADJA', 'geteilt'], ['Vaterlands', 'NN', 'Vaterland'], ['.', '$.', '.']];KOKOM;wissen;y;
Zeitung;Die Zeit, 10.02.2000, Nr. 7;Was ich nicht mag, ist die Jagdsaison hier in der Gegend.;Da kommen die Leute aus Alabama und Texas und wollen einfach nur einen Hirsch abknallen, egal, wie.;Das ist ziemlich hässlich.;wie;n;frozen expression;;;;n;17;[['Da', 'ADV', 'da'], ['kommen', 'VVFIN', 'kommen'], ['die', 'ART', 'die'], ['Leute', 'NN', 'Leute'], ['aus', 'APPR', 'aus'], ['Alabama', 'NE', '<unknown>'], ['und', 'KON', 'und'], ['Texas', 'NE', 'Texas'], ['und', 'KON', 'und'], ['wollen', 'VMFIN', 'wollen'], ['einfach', 'ADJD', 'einfach'], ['nur', 'ADV', 'nur'], ['einen', 'ART', 'eine'], ['Hirsch', 'NN', 'Hirsch'], ['abknallen', 'VVINF', 'abknallen'], [',', '$,', ','], ['egal', 'ADJD', 'egal'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Was', 'PRELS', 'was'], ['ich', 'PPER', 'ich'], ['nicht', 'PTKNEG', 'nicht'], ['mag', 'VMFIN', 'mögen'], [',', '$,', ','], ['ist', 'VAFIN', 'sein'], ['die', 'ART', 'die'], ['Jagdsaison', 'NN', 'Jagdsaison'], ['hier', 'ADV', 'hier'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['Gegend', 'NN', 'Gegend'], ['.', '$.', '.']];KOUS;abknallen;NA;
Zeitung;Die Zeit, 10.02.2000, Nr. 7;Jason ist der erste jener älteren Herren, die so häufig in Hermanns Romanen auftreten, Selbstbildnisse natürlich, Projektionen an den Sternhimmel der Romane, eine alte Tradition, man denkt an Fontane, an den späten Raabe, aber auch Strether in Henry James 'unvergleichlichen Gesandten von 1903 (von Georg Hermann lese man noch die beiden Romane um Doktor Herzfeld, 1912 Die Nacht, 1921 Schnee).;"Heinrich Schön jun. von 1915 spielt ebenfalls im 19. Jahrhundert; in Hermanns Gegenwart angesiedelt ist Kubinke, 1910, der Roman eines kleinen jungen Berliner Friseurs, der sich, von drei jungen Frauen umdrängt, Alimente drohen, aus dem Leben stiehlt, obgleich sein Leben sehr hübsch hätte weitergehn können - er selber wusste nur nicht, wie.";In derselben Gegenwart spielen auch die erwähnten Herzfeld-Romane, wenn man da von Romanen reden darf, denn eigentlich gehen einfach zwei Männer nächtelang durch Berlin, am Rande des Selbstmords auch sie.;wie;y;;wissen;-1;s;y, nicht;52;"[['Heinrich', 'NE', 'Heinrich'], ['Schön', 'NE', 'Schön'], ['jun.', 'NE', 'jun.'], ['von', 'APPR', 'von'], ['1915', 'CARD', '@card@'], ['spielt', 'VVFIN', 'spielen'], ['ebenfalls', 'ADV', 'ebenfalls'], ['im', 'APPRART', 'in'], ['19', 'CARD', '19'], ['.', '$.', '.'], ['Jahrhundert', 'NN', 'Jahrhundert'], [';', '$.', ';'], ['in', 'APPR', 'in'], ['Hermanns', 'NE', 'Hermann'], ['Gegenwart', 'NN', 'Gegenwart'], ['angesiedelt', 'VVPP', 'ansiedeln'], ['ist', 'VAFIN', 'sein'], ['Kubinke', 'VVFIN', '<unknown>'], [',', '$,', ','], ['1910', 'CARD', '@card@'], [',', '$,', ','], ['der', 'ART', 'die'], ['Roman', 'NN', 'Roman'], ['eines', 'ART', 'eine'], ['kleinen', 'ADJA', 'klein'], ['jungen', 'ADJA', 'jung'], ['Berliner', 'ADJA', 'Berliner'], ['Friseurs', 'NN', 'Friseur'], [',', '$,', ','], ['der', 'PRELS', 'die'], ['sich', 'PRF', 'sich'], [',', '$,', ','], ['von', 'APPR', 'von'], ['drei', 'CARD', 'drei'], ['jungen', 'ADJA', 'jung'], ['Frauen', 'NN', 'Frau'], ['umdrängt', 'VVPP', 'umdrängen'], [',', '$,', ','], ['Alimente', 'NN', 'Aliment'], ['drohen', 'VVFIN', 'drohen'], [',', '$,', ','], ['aus', 'APPR', 'aus'], ['dem', 'ART', 'die'], ['Leben', 'NN', 'Leben'], ['stiehlt', 'VVFIN', 'stehlen'], [',', '$,', ','], ['obgleich', 'KOUS', 'obgleich'], ['sein', 'PPOSAT', 'sein'], ['Leben', 'NN', 'Leben'], ['sehr', 'ADV', 'sehr'], ['hübsch', 'ADJD', 'hübsch'], ['hätte', 'VAFIN', 'haben'], ['weitergehn', 'VVINF', '<unknown>'], ['können', 'VMINF', 'können'], ['-', '$(', '-'], ['er', 'PPER', 'er'], ['selber', 'ADV', 'selber'], ['wusste', 'VVFIN', 'wissen'], ['nur', 'ADV', 'nur'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']]";"[['Jason', 'NE', 'Jason'], ['ist', 'VAFIN', 'sein'], ['der', 'ART', 'die'], ['erste', 'ADJA', 'erst'], ['jener', 'PDAT', 'jen'], ['älteren', 'ADJA', 'alt'], ['Herren', 'NN', 'Herr'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['so', 'ADV', 'so'], ['häufig', 'ADJD', 'häufig'], ['in', 'APPR', 'in'], ['Hermanns', 'NE', 'Hermann'], ['Romanen', 'NN', 'Roman'], ['auftreten', 'VVFIN', 'auftreten'], [',', '$,', ','], ['Selbstbildnisse', 'NN', 'Selbstbildnis'], ['natürlich', 'ADV', 'natürlich'], [',', '$,', ','], ['Projektionen', 'NN', 'Projektion'], ['an', 'APPR', 'an'], ['den', 'ART', 'die'], ['Sternhimmel', 'NN', 'Sternhimmel'], ['der', 'ART', 'die'], ['Romane', 'NN', 'Roman'], [',', '$,', ','], ['eine', 'ART', 'eine'], ['alte', 'ADJA', 'alt'], ['Tradition', 'NN', 'Tradition'], [',', '$,', ','], ['man', 'PIS', 'man'], ['denkt', 'VVFIN', 'denken'], ['an', 'APPR', 'an'], ['Fontane', 'NE', 'Fontane'], [',', '$,', ','], ['an', 'APPR', 'an'], ['den', 'ART', 'die'], ['späten', 'ADJA', 'spät'], ['Raabe', 'NE', 'Raabe'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['auch', 'ADV', 'auch'], ['Strether', 'NE', '<unknown>'], ['in', 'APPR', 'in'], ['Henry', 'NE', 'Henry'], ['James', 'NE', 'James'], [""'"", '$(', ""'""], ['unvergleichlichen', 'ADJA', 'unvergleichlich'], ['Gesandten', 'NN', '<unknown>'], ['von', 'APPR', 'von'], ['1903', 'CARD', '1903'], ['(', '$(', '('], ['von', 'APPR', 'von'], ['Georg', 'NE', 'Georg'], ['Hermann', 'NE', 'Hermann'], ['lese', 'VVFIN', 'lesen'], ['man', 'PIS', 'man'], ['noch', 'ADV', 'noch'], ['die', 'ART', 'die'], ['beiden', 'PIAT', 'beide'], ['Romane', 'NN', 'Roman'], ['um', 'APPR', 'um'], ['Doktor', 'NN', 'Doktor'], ['Herzfeld', 'NN', 'Herzfeld'], [',', '$,', ','], ['1912', 'CARD', '@card@'], ['Die', 'ART', 'die'], ['Nacht', 'NN', 'Nacht'], [',', '$,', ','], ['1921', 'CARD', '@card@'], ['Schnee', 'NN', 'Schnee'], [')', '$(', ')'], ['.', '$.', '.']]";KOUS;wissen;y;
Zeitung;Die Zeit, 10.02.2000, Nr. 7;Der einstige Spiegel-Reporter Hans Leyendecker enthüllt jetzt für die SZ.;Und wie.;100000 Mark, ist berichtet worden, habe der Spiegel der Witwe des Piloten bezahlt, die über sozialdemokratische Fluggäste aus Düsseldorf plaudert.;wie;n;interjection;;;;n;2;[['Und', 'KON', 'und'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Der', 'ART', 'die'], ['einstige', 'ADJA', 'einstig'], ['Spiegel-Reporter', 'NN', 'Spiegel-Reporter'], ['Hans', 'NE', 'Hans'], ['Leyendecker', 'NN', 'Leyendecker'], ['enthüllt', 'VVFIN', 'enthüllen'], ['jetzt', 'ADV', 'jetzt'], ['für', 'APPR', 'für'], ['die', 'ART', 'die'], ['SZ', 'NE', 'SZ'], ['.', '$.', '.']];KOUS;enthüllen;NA;
Zeitung;Die Zeit, 09.03.2000, Nr. 11;Kommen auf Joschka Fischer schwierigere Zeiten zu?;"Amerikanische Hemdsärmeligkeit und Dominanz stoßen heute auf Berliner Politiker, die ""deutsche Interessen"" oder, wahlweise, Europa gern stärker betonen möchten, ohne so recht zu wissen, wie.";Das äußert sich dann an Randfragen, die zu Staatsaffären werden - wie zuletzt die gescheiterte Kandidatur Caio Koch-Wesers für den IWF.;wie;y;;wissen;-1;s;y, ohne;25;"[['Amerikanische', 'ADJA', 'amerikanisch'], ['Hemdsärmeligkeit', 'NN', '<unknown>'], ['und', 'KON', 'und'], ['Dominanz', 'NN', 'Dominanz'], ['stoßen', 'VVFIN', 'stoßen'], ['heute', 'ADV', 'heute'], ['auf', 'APPR', 'auf'], ['Berliner', 'ADJA', 'Berliner'], ['Politiker', 'NN', 'Politiker'], [',', '$,', ','], ['die', 'ART', 'die'], ['""', '$(', '""'], ['deutsche', 'ADJA', 'deutsch'], ['Interessen', 'NN', 'Interesse'], ['""', '$(', '""'], ['oder', 'KON', 'oder'], [',', '$,', ','], ['wahlweise', 'ADJD', 'wahlweise'], [',', '$,', ','], ['Europa', 'NE', 'Europa'], ['gern', 'ADV', 'gern'], ['stärker', 'ADJD', 'stark'], ['betonen', 'VVINF', 'betonen'], ['möchten', 'VMFIN', 'mögen'], [',', '$,', ','], ['ohne', 'KOUI', 'ohne'], ['so', 'ADV', 'so'], ['recht', 'ADJD', 'recht'], ['zu', 'PTKZU', 'zu'], ['wissen', 'VVINF', 'wissen'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']]";[['Kommen', 'VVFIN', 'kommen'], ['auf', 'APPR', 'auf'], ['Joschka', 'NE', 'Joschka'], ['Fischer', 'NE', 'Fischer'], ['schwierigere', 'ADJA', 'schwierig'], ['Zeiten', 'NN', 'Zeit'], ['zu', 'PTKVZ', 'zu'], ['?', '$.', '?']];KOUS;wissen;y;
Zeitung;Die Zeit, 23.03.2000, Nr. 13;Rothmanns vierter steht auch so.;Und wie.;* Ralf Rothmann:;wie;n;interjection;;;;n;2;[['Und', 'KON', 'und'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Rothmanns', 'NE', 'Rothmann'], ['vierter', 'ADJA', 'viert'], ['steht', 'VVFIN', 'stehen'], ['auch', 'ADV', 'auch'], ['so', 'ADV', 'so'], ['.', '$.', '.']];KOUS;stehen;NA;
Zeitung;Die Zeit, 30.03.2000, Nr. 14;Die Einstellungen sind luftig und schneidend zugleich.;In ihnen ist die Weite des Landes mit der Enge des Daseins verschränkt, und dazwischen stecken Körper, die wollen und müssen, aber nicht wissen, wie.;So geht es schon los.;wie;y;;wissen;-1;s;y, nicht;25;[['In', 'APPR', 'in'], ['ihnen', 'PPER', 'sie'], ['ist', 'VAFIN', 'sein'], ['die', 'ART', 'die'], ['Weite', 'NN', 'Weite'], ['des', 'ART', 'die'], ['Landes', 'NN', 'Land'], ['mit', 'APPR', 'mit'], ['der', 'ART', 'die'], ['Enge', 'NN', 'Enge'], ['des', 'ART', 'die'], ['Daseins', 'NN', 'Dasein'], ['verschränkt', 'VVPP', 'verschränken'], [',', '$,', ','], ['und', 'KON', 'und'], ['dazwischen', 'PAV', 'dazwischen'], ['stecken', 'VVFIN', 'stecken'], ['Körper', 'NN', 'Körper'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['wollen', 'VMFIN', 'wollen'], ['und', 'KON', 'und'], ['müssen', 'VMINF', 'müssen'], [',', '$,', ','], ['aber', 'ADV', 'aber'], ['nicht', 'PTKNEG', 'nicht'], ['wissen', 'VVFIN', 'wissen'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['Einstellungen', 'NN', 'Einstellung'], ['sind', 'VAFIN', 'sein'], ['luftig', 'ADJD', 'luftig'], ['und', 'KON', 'und'], ['schneidend', 'ADJD', 'schneidend'], ['zugleich', 'ADV', 'zugleich'], ['.', '$.', '.']];KOUS;wissen;y;
Zeitung;Die Zeit, 30.03.2000, Nr. 14;;Wenn es einen Musiker vorzustellen gilt, schreiben Kritiker gern, der erinnere an, der klinge wie.;Zur Beschreibung des Vic Chesnutt ist so über die Jahre eine aberwitzige Namensliste entstanden:;wie;n;elision;;;;n;15;[['Wenn', 'KOUS', 'wenn'], ['es', 'PPER', 'es'], ['einen', 'ART', 'eine'], ['Musiker', 'NN', 'Musiker'], ['vorzustellen', 'VVIZU', 'vorstellen'], ['gilt', 'VVFIN', 'gelten'], [',', '$,', ','], ['schreiben', 'VVFIN', 'schreiben'], ['Kritiker', 'NN', 'Kritiker'], ['gern', 'ADV', 'gern'], [',', '$,', ','], ['der', 'PDS', 'die'], ['erinnere', 'VVFIN', 'erinnern'], ['an', 'PTKVZ', 'an'], [',', '$,', ','], ['der', 'PRELS', 'die'], ['klinge', 'VVFIN', 'klingen'], ['wie', 'KOKOM', 'wie'], ['.', '$.', '.']];[['nan', 'NE', 'Nan']];KOKOM;klingen;NA;
Zeitung;Die Zeit, 06.04.2000, Nr. 15;Solche Kunst beherrscht sie.;Und wie.;Komplexes auf den Kern reduziert:;wie;n;interjection;;;;n;2;[['Und', 'KON', 'und'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Solche', 'PIAT', 'solche'], ['Kunst', 'NN', 'Kunst'], ['beherrscht', 'VVFIN', 'beherrschen'], ['sie', 'PPER', 'sie'], ['.', '$.', '.']];KOUS;beherrschen;NA;
Zeitung;Die Zeit, 13.04.2000, Nr. 16;So wie jeder Ökonom eigentlich herausfinden kann, warum es der Dritten Welt so schlecht und der Ersten so gut geht.;Aber die meisten Leute haben nicht gelernt, wie.;Nach ihrem langen Arbeitstag bleibt ihnen gerade noch die Energie, sich vor den Fernseher zu setzen oder in die Bar zu gehen.;wie;y;;lernen;-1;s;y, nicht;8;[['Aber', 'KON', 'aber'], ['die', 'ART', 'die'], ['meisten', 'PIAT', 'meist'], ['Leute', 'NN', 'Leute'], ['haben', 'VAFIN', 'haben'], ['nicht', 'PTKNEG', 'nicht'], ['gelernt', 'VVPP', 'lernen'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['So', 'ADV', 'so'], ['wie', 'KOUS', 'wie'], ['jeder', 'PIAT', 'jede'], ['Ökonom', 'NN', 'Ökonom'], ['eigentlich', 'ADV', 'eigentlich'], ['herausfinden', 'VVINF', 'herausfinden'], ['kann', 'VMFIN', 'können'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['es', 'PPER', 'es'], ['der', 'ART', 'die'], ['Dritten', 'ADJA', 'dritt'], ['Welt', 'NN', 'Welt'], ['so', 'ADV', 'so'], ['schlecht', 'ADJD', 'schlecht'], ['und', 'KON', 'und'], ['der', 'ART', 'die'], ['Ersten', 'NN', 'Erste'], ['so', 'ADV', 'so'], ['gut', 'ADJD', 'gut'], ['geht', 'VVFIN', 'gehen'], ['.', '$.', '.']];KOUS;lernen;y;
Belletristik;Kopetzky, Steffen: Grand Tour, Frankfurt am Main: Eichborn 2002, S. 55;Pardell zögerte keinen Augenblick, nochmals zuzusagen, vielleicht eine Spur zu schnell, um Eichhorn nicht endgültig zu zeigen, daß er diesen Job dringend brauchte.;Er bejahte, und wie.;»Alles Gute für die Tour d' Instruction«, wünschte ihm der merkwürdige Eichhorn, als sie sich verabschiedeten.;wie;n;interjection;;;;n;4;[['Er', 'PPER', 'er'], ['bejahte', 'VVFIN', 'bejahen'], [',', '$,', ','], ['und', 'KON', 'und'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Pardell', 'NN', '<unknown>'], ['zögerte', 'VVFIN', 'zögern'], ['keinen', 'PIAT', 'keine'], ['Augenblick', 'NN', 'Augenblick'], [',', '$,', ','], ['nochmals', 'ADV', 'nochmals'], ['zuzusagen', 'VVIZU', 'zusagen'], [',', '$,', ','], ['vielleicht', 'ADV', 'vielleicht'], ['eine', 'ART', 'eine'], ['Spur', 'NN', 'Spur'], ['zu', 'PTKA', 'zu'], ['schnell', 'ADJD', 'schnell'], [',', '$,', ','], ['um', 'KOUI', 'um'], ['Eichhorn', 'NE', 'Eichhorn'], ['nicht', 'PTKNEG', 'nicht'], ['endgültig', 'ADJD', 'endgültig'], ['zu', 'PTKZU', 'zu'], ['zeigen', 'VVINF', 'zeigen'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['er', 'PPER', 'er'], ['diesen', 'PDAT', 'dies'], ['Job', 'NN', 'Job'], ['dringend', 'ADJD', 'dringend'], ['brauchte', 'VVFIN', 'brauchen'], ['.', '$.', '.']];KOUS;bejahen;NA;
Belletristik;Kopetzky, Steffen: Grand Tour, Frankfurt am Main: Eichborn 2002, S. 310;Ihr Verlobter war Geiger am Marinsky-Theater, an dem sie im Chor gesungen hatte.;Eben, ihren Chorleiter hatte sie auch enttäuscht, und wie.;Danach hatte sie Sascha sehr enttäuscht, der ein interessantes Import-Exportgeschäft in Berlin betrieben hatte.;wie;n;interjection;;;;n;9;[['Eben', 'ADV', 'eben'], [',', '$,', ','], ['ihren', 'PPOSAT', 'ihr'], ['Chorleiter', 'NN', 'Chorleiter'], ['hatte', 'VAFIN', 'haben'], ['sie', 'PPER', 'sie'], ['auch', 'ADV', 'auch'], ['enttäuscht', 'ADJD', 'enttäuscht'], [',', '$,', ','], ['und', 'KON', 'und'], ['wie', 'KOUS', 'wie'], ['.', '$.', '.']];[['Ihr', 'PPOSAT', 'ihr'], ['Verlobter', 'NN', 'Verlobte'], ['war', 'VAFIN', 'sein'], ['Geiger', 'NE', 'Geiger'], ['am', 'APPRART', 'an'], ['Marinsky-Theater', 'NN', '<unknown>'], [',', '$,', ','], ['an', 'APPR', 'an'], ['dem', 'PRELS', 'die'], ['sie', 'PPER', 'sie'], ['im', 'APPRART', 'in'], ['Chor', 'NN', 'Chor'], ['gesungen', 'VVPP', 'singen'], ['hatte', 'VAFIN', 'haben'], ['.', '$.', '.']];KOUS;haben;NA;
